age,work_cate,fnlwgt,education,edu_nums,marital,profession,relation,race,gender,earnings,loss,hour,motherland,label
62,0,138253,6,14,1,15,1,0,0,4650,0,40,0,0
29,0,190777,2,13,0,4,0,0,0,0,0,55,0,0
38,2,41591,2,13,1,1,1,6,0,0,0,30,0,0
29,0,186733,0,9,0,1,0,0,0,0,0,50,0,0
18,4,78567,1,10,1,11,3,0,0,0,0,30,0,0
19,4,140590,19,8,1,11,3,2,0,0,0,30,0,0
32,3,230912,6,14,1,0,1,0,2,4865,0,40,0,0
34,0,176185,2,13,1,2,1,0,0,0,1741,40,0,0
25,0,182227,9,12,1,0,1,0,0,0,0,55,0,0
34,3,205704,6,14,1,0,1,0,0,0,0,35,0,0
37,6,24342,1,10,0,2,0,0,0,0,0,38,0,0
37,0,138192,0,9,0,1,0,0,0,0,0,45,0,0
18,0,334676,0,9,1,15,3,0,0,0,0,25,0,0
24,0,177526,7,11,1,1,3,0,0,0,0,40,0,0
17,0,152696,19,8,1,5,3,0,2,0,0,30,0,0
35,0,114765,2,13,4,4,1,0,2,0,0,40,0,0
31,0,265509,7,11,6,19,5,2,2,0,0,32,0,0
29,0,180758,9,12,1,1,1,0,0,0,0,60,0,0
49,2,127921,0,9,0,1,0,0,0,0,0,40,0,0
71,4,177906,2,13,0,11,0,0,0,0,0,10,0,1
35,10,182898,0,9,0,3,0,0,0,0,0,40,0,0
55,2,422249,0,9,0,1,0,0,0,0,0,50,0,0
37,0,222450,21,3,0,9,0,0,0,0,0,40,2,0
33,3,190027,1,10,1,3,5,2,2,0,0,18,0,0
49,0,281647,2,13,0,4,0,0,0,0,0,45,0,1
32,0,117963,0,9,0,15,0,0,0,0,0,45,0,0
63,4,319121,8,7,6,11,1,2,0,0,0,40,0,0
39,0,225504,6,14,1,0,1,0,0,0,0,40,0,0
42,3,104334,0,9,0,17,0,0,0,0,0,40,10,0
30,6,48214,6,14,0,0,8,0,2,0,0,50,0,1
30,0,145714,7,11,1,0,1,0,0,0,0,40,0,0
48,7,38240,0,9,0,17,0,0,0,0,0,40,0,1
57,2,27385,2,13,0,4,0,0,0,0,0,10,0,0
56,0,204254,11,6,4,5,5,2,2,0,0,45,0,0
28,0,411587,1,10,1,22,3,0,0,0,0,40,67,0
43,0,221172,2,13,0,19,0,0,0,0,0,24,0,1
46,0,54190,0,9,0,1,0,0,0,0,0,60,0,0
60,0,93997,2,13,0,2,0,0,0,15024,0,45,0,1
50,3,24139,6,14,4,0,5,0,2,0,0,65,0,0
37,0,112497,15,15,0,0,0,0,0,0,0,50,0,1
41,0,138907,0,9,4,26,9,2,2,0,0,40,0,0
38,0,186325,1,10,0,2,8,0,2,0,0,38,0,1
23,0,199452,1,10,1,5,3,0,2,0,0,40,0,0
59,0,126677,1,10,0,2,0,0,0,0,0,50,0,1
72,0,107814,6,14,1,0,1,0,0,2329,0,60,0,0
47,3,93618,1,10,4,3,1,0,2,0,0,33,0,0
29,0,353352,7,11,1,1,9,0,0,0,0,40,0,0
35,0,143058,2,13,0,0,0,0,0,0,0,60,0,0
24,0,239663,1,10,0,3,0,0,0,0,0,15,0,0
22,0,167615,0,9,1,4,5,0,2,0,0,40,0,0
24,0,442274,0,9,1,2,3,0,0,0,0,40,0,0
42,0,149210,2,13,0,0,0,0,0,7298,0,45,0,1
55,10,174533,2,13,6,5,5,0,2,0,0,72,3,0
40,6,50093,6,14,4,0,5,0,2,0,0,20,0,0
61,0,270056,0,9,4,3,1,4,2,0,0,40,24,0
58,2,131991,2,13,1,17,3,0,0,0,0,72,0,0
39,6,126336,0,9,4,0,1,0,0,0,0,40,0,0
45,2,341117,1,10,4,0,1,0,2,0,0,50,0,0
25,0,108505,0,9,1,15,1,0,0,0,0,45,0,0
69,4,106566,20,16,0,11,0,0,0,0,0,50,0,1
36,0,74791,2,13,0,4,8,0,0,0,0,60,3,0
34,0,24266,7,11,0,1,0,0,0,7688,0,40,0,1
45,0,267967,2,13,0,0,0,0,0,0,0,45,0,1
27,4,181284,19,8,0,11,0,2,0,0,0,45,0,0
28,0,102533,1,10,6,15,1,2,0,0,0,40,0,0
27,0,69757,1,10,1,3,1,0,2,0,0,60,0,0
41,6,210094,0,9,1,5,1,0,2,0,0,40,0,0
18,6,389147,0,9,1,4,1,2,2,0,0,30,0,0
44,0,210648,2,13,0,19,0,0,0,0,0,40,0,1
47,0,94809,7,11,0,2,8,0,2,0,0,45,0,1
36,3,298717,0,9,0,2,0,0,0,0,0,40,0,0
66,0,236879,30,1,7,26,9,0,2,0,0,40,23,0
33,0,170148,0,9,4,3,5,0,2,0,0,45,0,0
39,3,166497,0,9,4,15,1,0,0,0,0,40,0,1
30,0,247156,0,9,1,14,3,2,0,0,0,40,0,0
34,2,204052,0,9,0,1,0,0,0,0,0,40,0,1
62,2,122246,6,14,4,0,5,0,2,0,0,32,0,0
21,0,180339,1,10,1,3,1,0,2,0,0,45,0,0
50,7,155574,6,14,0,0,0,0,0,7298,0,50,0,1
30,0,114912,2,13,0,2,0,0,0,3103,0,60,0,1
43,0,193882,0,9,0,2,0,0,0,0,0,40,0,1
19,0,112269,1,10,1,5,9,0,2,0,0,40,0,0
26,10,171928,7,11,1,1,3,0,0,0,0,50,24,0
50,0,95435,13,4,0,14,0,0,0,0,1579,65,8,0
45,10,179638,6,14,4,2,1,0,0,0,0,40,0,1
46,7,125892,6,14,0,4,0,0,0,0,0,50,0,1
17,0,721712,11,6,1,5,3,0,0,0,0,15,0,0
56,0,197369,13,4,0,2,0,0,0,0,0,40,0,1
25,0,353795,1,10,0,3,8,2,2,3103,0,40,0,1
47,0,334679,6,14,6,9,5,4,2,0,0,42,11,0
23,0,235853,0,9,0,4,0,0,0,0,0,45,0,0
51,2,353281,0,9,6,5,5,0,2,0,0,20,0,0
19,0,203061,1,10,1,19,1,0,2,0,0,25,0,0
33,2,62932,0,9,0,1,0,0,0,0,0,40,0,0
32,0,118551,0,9,4,5,5,0,2,0,0,80,0,0
52,0,99184,0,9,4,14,1,0,0,0,0,40,0,0
36,0,189674,1,10,6,5,9,2,2,0,0,40,0,0
34,0,226883,0,9,4,1,1,0,0,0,0,40,0,0
26,4,109564,0,9,1,11,3,0,2,0,0,40,0,0
26,7,66872,19,8,0,4,0,7,0,0,0,98,19,0
35,3,268292,1,10,0,1,0,0,0,0,0,40,0,0
58,10,139290,2,13,0,3,0,0,0,0,0,40,0,1
32,0,206541,8,7,4,1,3,0,0,0,0,50,0,0
23,0,203139,1,10,1,5,9,0,2,0,0,40,0,0
28,2,294398,1,10,1,9,1,2,0,0,0,40,0,0
20,0,386864,11,6,1,5,9,0,0,0,0,35,2,0
17,0,369909,11,6,1,5,3,0,0,0,0,20,0,0
56,0,89922,0,9,0,14,0,0,0,3103,0,45,0,1
26,0,176008,0,9,4,3,3,0,2,0,0,40,0,0
43,6,241506,2,13,4,0,5,0,2,1506,0,36,0,0
45,2,174426,1,10,1,0,1,0,0,0,0,35,0,0
34,0,167497,1,10,0,2,8,0,2,7688,0,50,0,1
54,0,292673,28,2,0,5,0,0,0,0,0,35,2,0
51,3,134808,0,9,7,5,5,0,2,0,0,40,0,0
58,2,95763,1,10,0,17,0,0,0,0,0,60,0,0
49,0,83622,9,12,6,3,1,0,2,2597,0,40,0,0
21,0,222490,7,11,1,3,3,0,2,0,0,40,0,0
44,0,29115,1,10,1,5,1,0,2,0,0,40,0,0
26,0,66638,2,13,1,2,1,0,2,0,0,50,0,0
39,0,53926,2,13,0,0,0,0,0,0,0,40,0,0
19,4,43739,0,9,1,11,3,0,0,0,0,40,0,0
37,0,104359,1,10,0,15,0,0,0,0,0,40,0,0
49,0,124604,0,9,4,3,1,0,0,0,0,32,0,0
45,0,114797,0,9,6,9,5,2,2,0,0,40,0,0
60,10,67320,0,9,1,3,1,2,2,0,0,40,0,0
28,10,53147,2,13,1,2,1,2,0,0,0,40,0,0
23,0,13769,1,10,0,9,0,6,0,0,0,30,0,0
44,0,202872,2,13,1,0,1,0,2,0,0,45,0,0
19,6,149528,1,10,1,17,3,0,0,0,0,12,0,0
37,0,132879,0,9,0,2,0,0,0,0,0,40,0,1
41,2,112362,0,9,0,17,0,0,0,0,0,38,0,0
56,10,156229,2,13,0,2,0,0,0,7688,0,40,0,1
44,0,131650,9,12,0,2,0,0,0,0,0,54,0,1
30,0,154568,2,13,0,1,0,4,0,0,0,36,22,1
23,0,132300,2,13,1,4,1,0,2,0,0,40,0,0
44,0,124747,0,9,0,2,8,0,2,3103,0,40,0,1
38,0,276559,0,9,0,2,0,0,0,7688,0,70,0,1
32,0,106014,1,10,0,4,0,0,0,5178,0,50,0,1
57,2,135134,6,14,1,17,1,0,0,0,0,20,0,0
35,0,86648,15,15,0,0,0,0,0,7688,0,50,0,1
48,2,107231,2,13,0,2,0,0,0,99999,0,50,0,1
32,3,113838,1,10,0,22,0,0,0,0,0,99,0,0
76,10,25319,6,14,7,0,1,0,2,0,0,15,0,0
57,3,190561,0,9,4,15,1,2,2,0,0,30,0,0
58,4,150031,1,10,1,11,1,0,2,0,0,40,0,0
51,0,48343,6,14,0,2,0,0,0,7298,0,50,0,1
50,0,211116,11,6,0,5,0,2,0,0,0,40,0,0
38,0,226311,0,9,12,5,8,0,2,0,0,25,0,0
53,0,283743,0,9,0,14,0,0,0,0,2002,40,0,0
59,2,64102,13,4,0,1,0,0,0,0,0,20,0,0
23,0,234663,0,9,1,14,3,0,0,0,0,40,0,0
44,0,247880,7,11,4,2,1,0,0,8614,0,40,0,1
23,0,615367,2,13,1,4,1,0,2,0,0,40,0,0
23,0,163090,9,12,1,4,3,0,0,0,0,20,0,0
44,0,192225,2,13,0,2,0,0,0,0,0,40,0,1
30,0,370183,0,9,0,19,0,0,0,0,0,40,0,0
28,0,242482,0,9,0,4,0,0,0,0,0,40,0,0
46,0,169953,1,10,4,2,1,0,2,0,0,40,0,0
34,3,144182,30,1,1,3,3,2,2,0,0,25,0,0
38,0,125933,2,13,6,2,1,0,0,27828,0,45,0,1
26,0,203777,1,10,1,4,1,2,2,0,0,37,0,0
39,0,210991,0,9,0,1,0,0,0,0,0,40,0,0
28,0,472580,1,10,1,4,3,2,0,0,0,40,0,0
33,6,200289,6,14,0,0,0,4,0,0,0,19,11,0
43,0,289669,6,14,4,0,5,0,2,0,2547,40,0,1
30,0,110622,2,13,4,2,1,4,2,0,0,40,17,0
59,6,139616,6,14,0,2,0,0,0,0,0,50,0,1
26,0,39212,0,9,0,9,0,0,0,0,0,45,0,0
28,0,51961,1,10,1,19,3,2,0,0,0,24,0,0
48,2,117849,1,10,1,5,1,0,0,0,0,40,0,0
49,0,50748,2,13,7,0,5,0,2,1506,0,35,0,0
41,2,170214,0,9,0,15,0,0,0,0,2179,40,0,0
20,0,151790,1,10,1,3,3,0,2,0,0,30,0,0
49,0,168211,0,9,0,22,0,0,0,0,0,40,0,1
37,6,117651,2,13,1,0,9,0,0,0,0,40,0,0
18,0,157131,19,8,1,4,3,0,2,0,0,8,0,0
61,0,225970,0,9,0,19,0,0,0,0,0,40,0,1
26,0,177951,0,9,0,15,0,0,0,0,0,48,0,0
66,0,134130,2,13,7,5,1,0,0,0,0,12,0,0
68,0,191581,6,14,1,0,1,0,2,3273,0,40,0,0
27,3,199172,0,9,0,22,8,0,2,0,0,40,0,0
66,2,262552,1,10,0,17,0,0,0,0,0,7,0,0
28,0,66434,11,6,1,5,5,0,2,0,0,15,0,0
26,0,77661,2,13,1,0,1,0,2,0,0,40,0,0
25,4,230856,0,9,1,11,5,2,2,0,0,40,0,0
46,0,192835,1,10,0,14,0,0,0,0,0,48,0,0
62,4,181014,2,13,0,11,0,0,0,0,0,40,0,0
35,0,200445,0,9,1,9,3,0,0,0,1974,40,0,0
26,2,37918,0,9,1,17,3,0,0,0,0,60,0,0
40,0,111020,0,9,6,9,1,0,2,0,0,40,0,0
31,0,244665,1,10,1,2,1,0,0,0,0,45,67,0
52,0,312477,0,9,7,14,1,0,0,0,0,40,0,0
61,2,243493,0,9,0,5,0,2,0,0,0,12,0,0
39,6,152023,8,7,0,1,0,0,0,0,0,40,0,0
25,0,104193,0,9,1,5,3,0,2,114,0,40,0,0
47,0,170850,2,13,0,19,0,0,0,0,0,48,0,0
33,0,137088,2,13,0,9,0,7,0,0,0,40,47,0
17,0,340557,8,7,1,5,3,0,0,0,0,25,0,0
26,0,298225,0,9,0,3,0,0,0,0,0,45,0,0
25,0,114150,0,9,1,15,9,0,0,0,0,40,0,0
39,2,194668,0,9,0,2,0,0,0,0,0,16,0,0
33,0,188246,6,14,0,2,0,0,0,7298,0,45,0,1
46,10,330901,1,10,0,2,0,2,0,0,0,40,0,0
27,0,80165,1,10,6,3,5,0,2,0,0,20,0,0
48,0,83444,0,9,0,0,0,0,0,7298,0,40,0,1
29,2,85572,8,7,0,5,8,0,2,0,0,5,0,0
40,0,116632,2,13,1,4,3,0,0,0,0,40,0,0
24,0,139989,2,13,1,4,3,2,0,0,0,40,0,0
55,0,135803,2,13,0,2,0,7,0,0,1579,35,11,0
56,0,75785,0,9,0,2,0,0,0,0,0,40,0,1
25,0,248612,9,12,1,1,1,0,0,0,0,30,0,0
36,0,28572,1,10,0,1,0,0,0,0,0,50,0,0
26,2,31143,0,9,0,2,0,0,0,0,0,45,0,0
37,0,216924,0,9,0,15,0,0,0,0,0,44,0,1
36,0,549174,0,9,0,1,0,0,0,0,0,40,0,0
23,2,111296,8,7,1,1,3,0,0,0,0,50,2,0
25,0,208881,2,13,0,0,0,0,0,0,0,60,0,0
36,6,243666,0,9,4,3,3,2,2,0,0,40,0,0
37,2,327164,1,10,0,1,0,0,0,0,0,70,3,0
39,7,131288,9,12,0,4,0,0,0,5178,0,48,0,1
35,0,257416,7,11,1,1,3,2,0,0,0,40,0,0
33,0,215288,8,7,1,15,3,2,0,0,0,40,0,0
31,0,58582,1,10,1,1,1,0,0,0,0,46,0,0
49,0,199378,1,10,0,0,0,0,0,0,0,22,0,0
34,2,114185,2,13,4,14,1,0,0,0,0,50,3,0
40,0,137421,0,9,0,14,0,4,0,0,0,60,56,0
27,0,216481,1,10,7,3,5,0,2,0,0,40,0,0
50,2,196504,20,16,0,0,0,0,0,0,0,23,0,0
38,0,357870,19,8,1,9,1,2,2,0,0,50,0,0
55,6,256335,2,13,4,2,5,2,0,0,0,40,0,0
49,2,168191,13,4,0,5,0,0,0,0,0,70,18,0
40,0,215596,2,13,10,5,1,7,0,0,0,40,2,0
42,0,184682,7,11,4,19,1,0,2,0,0,30,0,0
51,0,171914,2,13,0,0,0,0,0,0,0,50,0,1
27,0,288229,2,13,1,3,3,4,2,0,0,50,59,0
30,6,144064,0,9,0,22,0,0,0,0,0,40,0,1
70,4,54849,20,16,0,11,0,0,0,0,0,20,0,1
40,0,141583,11,6,1,5,5,2,2,0,0,40,0,0
43,2,180985,2,13,6,1,5,0,0,0,0,35,0,0
24,0,148709,0,9,1,5,1,0,2,0,0,40,0,0
22,4,174626,13,4,1,11,3,0,0,0,0,40,0,0
38,0,184801,2,13,0,4,0,0,0,0,0,60,0,1
52,0,89054,0,9,0,1,0,0,0,0,0,40,0,0
32,0,147284,7,11,0,4,0,0,0,0,0,50,0,1
33,0,169973,7,11,6,22,1,0,2,0,0,40,0,0
21,0,222993,0,9,1,9,3,0,0,0,0,40,0,0
27,0,41099,1,10,1,4,1,0,0,0,0,50,0,0
31,0,33117,0,9,4,2,1,0,0,0,0,50,0,0
29,0,162551,6,14,0,0,8,4,2,0,0,40,53,1
49,0,122066,21,3,0,5,0,0,0,0,2603,40,46,0
61,4,42938,2,13,1,11,1,0,0,0,0,7,0,1
46,0,389843,2,13,0,4,0,0,0,0,0,50,7,1
37,0,138940,8,7,0,1,0,0,0,0,0,40,0,0
56,10,141877,2,13,0,3,0,0,0,0,0,40,0,1
37,0,172722,1,10,0,1,0,0,0,0,0,40,0,0
26,2,118523,0,9,0,3,0,0,0,0,0,40,0,0
31,0,227886,1,10,1,3,5,2,2,0,0,35,0,0
36,0,80743,0,9,0,5,8,4,2,0,0,40,16,0
52,0,199688,11,6,0,15,0,0,0,0,0,45,0,0
40,0,225823,1,10,4,1,1,0,0,0,0,60,0,0
21,0,176486,0,9,10,2,9,0,2,0,0,60,0,0
63,0,175777,11,6,6,9,1,2,0,0,0,40,0,0
30,0,295010,0,9,1,3,1,0,2,0,0,40,0,0
30,0,437825,2,13,0,4,0,0,0,0,0,20,41,0
50,0,270194,2,13,0,2,0,0,0,0,0,60,0,0
41,0,242089,6,14,0,2,0,0,0,0,0,45,0,0
39,7,117555,2,13,0,2,0,0,0,0,0,60,0,1
23,0,146499,0,9,6,9,5,0,2,0,0,48,0,0
52,0,222405,0,9,0,4,0,2,0,0,2377,40,0,0
17,4,216595,8,7,1,11,3,2,2,0,0,20,0,0
46,0,157991,7,11,4,19,5,2,2,0,625,40,0,0
26,0,373553,1,10,0,3,8,0,2,0,0,42,0,0
30,0,194827,1,10,0,1,0,0,0,0,1740,40,0,0
23,0,60331,1,10,4,2,1,0,0,0,0,50,0,0
21,6,96483,1,10,1,3,3,4,2,0,0,12,0,0
39,0,211154,0,9,0,14,0,0,0,0,0,55,0,0
37,3,247750,7,11,0,22,0,2,0,0,0,40,0,0
40,2,204235,6,14,0,2,0,0,0,99999,0,50,0,1
38,0,197113,1,10,4,3,5,2,2,0,0,20,0,0
47,0,178341,2,13,0,4,0,0,0,4064,0,60,0,0
20,0,293297,1,10,1,5,3,0,0,0,0,35,0,0
35,0,35330,0,9,0,1,0,0,0,0,0,40,0,0
62,6,202056,2,13,4,0,1,0,0,14084,0,40,0,1
32,0,61898,8,7,4,5,5,0,2,0,0,15,0,0
42,7,1097453,2,13,0,4,0,0,0,0,0,60,0,1
32,0,176992,11,6,1,1,5,0,0,0,0,40,0,0
27,0,295289,1,10,1,5,3,2,2,0,0,30,0,0
53,7,298215,2,13,0,4,0,0,0,0,0,45,0,1
28,2,209934,21,3,0,15,0,0,0,0,0,25,2,0
26,0,164938,0,9,0,4,0,0,0,0,0,40,0,0
47,0,423222,15,15,0,2,0,0,0,0,0,45,0,1
23,0,124259,1,10,1,22,3,2,2,0,0,40,0,0
70,7,232871,1,10,0,2,0,0,0,0,0,30,0,0
41,6,73199,2,13,0,2,0,4,0,0,0,40,0,0
43,6,27661,6,14,1,0,1,0,0,0,0,45,0,0
65,0,461715,0,9,4,4,5,0,2,0,0,25,3,0
40,2,89413,0,9,0,1,0,0,0,0,1672,40,0,0
64,2,31826,0,9,0,2,0,0,0,0,0,45,0,1
40,0,279679,1,10,4,2,1,0,0,0,0,45,0,0
43,0,221172,2,13,4,2,1,0,0,0,0,35,0,0
50,10,222020,0,9,0,3,0,0,0,0,0,48,0,0
19,4,181265,1,10,1,11,3,0,2,0,0,30,0,0
32,2,261056,2,13,1,0,3,2,2,2174,0,60,3,0
32,0,204792,8,7,0,17,0,0,0,0,0,40,0,0
42,0,384508,8,7,4,4,5,0,0,1506,0,50,2,0
41,0,288568,0,9,0,1,0,0,0,0,0,40,0,1
30,0,182714,1,10,1,2,1,0,2,0,0,40,14,0
20,0,471452,1,10,1,5,3,0,0,0,0,30,0,0
45,6,264052,0,9,0,1,0,0,0,0,0,40,0,0
42,0,146659,20,16,0,0,0,0,0,0,1902,50,0,1
24,0,203027,9,12,1,9,3,0,0,0,0,40,0,0
43,0,218309,2,13,4,4,1,0,2,0,0,50,0,0
28,0,133625,0,9,0,14,0,2,0,0,0,40,0,0
35,0,45937,0,9,1,9,1,0,2,0,0,40,0,0
36,4,389850,0,9,10,11,5,2,0,0,0,50,0,0
38,10,201617,0,9,1,3,5,0,2,0,0,40,0,0
32,3,114733,2,13,4,0,5,0,2,0,0,35,0,0
50,6,97778,0,9,0,22,0,0,0,0,0,40,0,0
34,0,149507,0,9,0,1,0,0,0,0,0,55,0,1
35,0,82622,0,9,1,5,3,0,0,0,0,40,0,0
30,0,48014,6,14,1,3,1,0,2,0,0,40,45,0
61,6,162678,21,3,0,14,0,0,0,0,0,40,0,0
27,0,213842,2,13,1,3,3,0,0,0,0,38,0,0
61,0,221447,0,9,1,9,1,2,2,0,0,40,0,0
18,0,426836,21,3,1,15,9,0,0,0,0,40,2,0
31,3,206609,0,9,0,22,0,0,0,0,0,40,0,1
31,0,50276,2,13,4,0,1,0,0,0,0,60,0,0
20,0,180497,0,9,1,5,1,2,2,0,0,40,0,0
35,0,220585,19,8,0,14,0,0,0,0,0,40,0,0
51,0,202752,0,9,1,1,1,2,0,0,0,40,0,0
43,0,75993,1,10,0,4,0,0,0,7688,0,40,0,1
18,0,170544,8,7,1,15,3,0,0,0,0,20,0,0
55,0,115439,15,15,0,2,0,0,0,99999,0,40,0,1
59,0,24384,0,9,7,26,1,0,2,0,0,40,0,0
21,0,209067,0,9,1,5,3,0,2,0,0,40,0,0
22,0,65225,11,6,1,5,3,0,2,0,0,40,0,0
60,10,27466,1,10,7,2,1,0,2,0,0,40,14,0
49,10,179869,0,9,0,1,0,0,0,0,0,40,0,1
21,0,442131,0,9,1,15,3,0,2,0,0,40,0,0
61,0,243283,0,9,0,9,0,0,0,0,0,40,0,0
64,0,316627,21,3,4,1,1,0,0,0,0,40,0,0
63,0,208862,0,9,1,1,1,0,0,0,0,40,0,0
27,10,38645,2,13,1,2,1,0,2,0,0,40,0,0
23,0,141272,2,13,1,5,3,2,2,0,0,30,0,0
41,6,29324,0,9,4,2,5,0,2,0,0,45,0,0
18,4,348588,19,8,1,11,3,2,0,0,0,25,0,0
40,0,124747,0,9,0,1,8,0,2,7298,0,40,0,1
55,2,477867,2,13,0,2,0,0,0,0,0,40,0,1
17,0,218361,11,6,1,5,3,0,2,0,1602,12,0,0
34,2,156809,1,10,1,1,1,0,0,0,1504,60,0,0
24,0,267945,2,13,1,3,3,0,2,0,0,40,0,0
30,0,35724,15,15,0,0,8,0,2,0,0,45,0,1
29,0,187188,6,14,1,2,1,4,0,0,0,60,0,0
52,0,155983,2,13,0,2,0,0,0,0,0,40,0,1
57,10,414994,1,10,0,2,0,0,0,0,0,40,0,1
38,0,103474,2,13,1,19,1,0,2,0,0,45,0,0
43,0,211128,6,14,4,2,1,0,2,0,0,50,0,1
61,0,203445,1,10,7,3,9,0,2,0,0,40,0,0
38,0,38312,2,13,0,2,0,0,0,15024,0,65,0,1
51,0,178241,0,9,0,9,0,2,0,0,0,40,0,1
40,0,260761,2,13,0,3,0,0,0,0,0,40,2,0
41,3,36924,1,10,0,3,0,0,0,0,0,40,0,1
19,0,292590,1,10,1,5,3,0,2,0,0,20,0,0
28,0,461929,13,4,0,17,0,0,0,0,0,40,2,0
59,0,189664,1,10,0,4,0,0,0,0,0,40,0,0
32,6,190577,2,13,1,0,3,0,2,0,0,40,0,0
31,0,344200,0,9,0,2,0,0,0,0,0,40,0,1
30,0,337494,9,12,1,9,1,0,0,0,0,48,0,0
54,2,52634,1,10,0,4,0,0,0,0,0,40,0,0
33,0,194901,7,11,6,1,1,0,0,0,2444,42,0,1
20,0,170091,1,10,1,3,3,0,2,0,0,10,0,0
27,4,189399,1,10,4,11,1,0,2,0,0,40,0,0
32,2,205072,0,9,0,14,0,0,0,0,0,48,0,0
35,0,310290,0,9,0,14,8,2,2,0,0,40,0,0
27,0,134048,8,7,1,1,1,0,0,0,0,45,0,0
40,0,91959,2,13,0,0,0,0,0,0,0,46,0,1
34,0,153942,7,11,0,4,0,0,0,0,0,40,0,0
34,3,234096,9,12,0,0,0,0,0,0,0,40,0,1
38,0,185330,1,10,1,1,3,0,2,0,0,25,0,0
28,0,163772,0,9,0,5,0,7,0,0,0,40,0,0
65,0,83800,1,10,0,15,0,0,0,0,0,27,0,0
61,0,139391,1,10,1,19,3,0,0,0,0,16,0,0
18,0,478380,8,7,1,4,3,0,2,0,0,25,0,0
35,7,186845,2,13,0,4,3,0,0,5178,0,50,0,1
45,0,262802,2,13,4,2,5,0,2,0,0,40,0,0
68,4,152157,0,9,7,11,1,0,2,0,0,20,0,0
25,0,114483,1,10,0,2,0,0,0,0,0,50,0,0
48,0,118023,15,15,4,4,1,0,0,0,0,13,0,0
19,0,220101,1,10,1,3,1,0,2,0,0,40,0,0
43,0,219424,2,13,1,2,1,2,2,0,0,50,0,1
54,0,186117,2,13,0,1,0,0,0,0,0,45,0,1
47,2,479611,2,13,4,4,1,0,0,0,0,50,0,0
25,0,80312,7,11,1,3,1,0,2,4865,0,40,0,0
30,0,108386,9,12,0,1,0,0,0,0,0,40,0,0
67,4,125926,1,10,0,11,0,0,0,0,0,8,0,0
35,0,177102,0,9,4,15,5,0,2,0,0,40,0,0
26,0,190762,1,10,0,4,0,0,0,0,0,18,0,0
61,0,180632,0,9,0,4,0,0,0,0,0,40,0,0
54,0,88019,0,9,4,5,5,0,0,0,0,32,0,0
50,0,135339,19,8,0,4,0,4,0,0,0,40,55,1
32,0,100662,17,5,6,9,5,0,2,0,0,40,27,0
34,0,183557,0,9,4,9,1,0,2,0,0,25,0,0
36,0,160035,0,9,1,5,1,0,0,0,0,40,0,0
50,0,306790,1,10,0,1,0,0,0,0,0,40,0,1
28,0,269246,8,7,0,17,0,0,0,0,0,40,0,0
22,0,308334,0,9,1,5,3,0,2,0,0,19,0,0
58,0,215190,8,7,0,5,0,0,0,0,0,20,0,0
27,0,419146,21,3,1,5,1,0,0,0,0,75,2,0
62,0,176839,2,13,0,19,0,0,0,0,0,38,0,0
36,7,184456,2,13,1,19,1,0,0,27828,0,55,0,1
21,3,309348,1,10,1,3,1,0,2,594,0,4,0,0
41,0,56795,6,14,0,0,8,0,2,0,0,45,14,0
28,0,201861,1,10,0,9,0,0,0,0,0,45,0,0
33,0,179509,2,13,0,15,0,0,0,0,0,40,0,0
54,0,291755,2,13,0,2,0,0,0,0,0,45,0,1
19,0,243941,1,10,1,4,3,6,2,0,1721,25,0,0
76,2,117169,13,4,1,17,1,0,0,0,0,30,0,0
25,4,100903,2,13,0,11,8,0,2,0,0,25,0,0
34,0,159322,2,13,0,2,0,0,0,0,0,50,0,1
40,0,262872,2,13,1,3,1,0,2,0,0,40,0,0
22,0,187052,8,7,1,4,5,0,2,0,0,30,0,0
17,0,277583,8,7,1,15,3,0,0,0,0,15,0,0
55,0,169071,1,10,4,5,1,0,2,0,0,20,0,0
51,3,96190,1,10,0,3,8,0,2,0,0,40,0,0
26,0,61603,21,3,0,15,0,7,0,0,0,40,2,0
44,0,43711,2,13,1,5,1,0,0,0,0,48,0,0
65,4,197883,11,6,0,11,0,0,0,0,0,70,0,0
54,0,99434,0,9,0,2,0,0,0,0,0,40,0,1
34,2,177639,9,12,1,1,1,0,0,0,0,40,0,0
42,0,201723,0,9,4,3,5,0,0,0,0,40,0,0
26,0,222248,0,9,1,1,1,0,0,0,0,70,0,0
39,0,86143,21,3,0,5,0,4,0,0,0,40,6,0
46,4,228620,8,7,7,11,5,2,2,0,0,40,0,0
34,0,346034,2,13,1,5,1,0,0,0,0,40,10,0
59,0,87510,0,9,4,1,1,0,0,0,0,40,0,0
20,0,37932,0,9,1,5,3,0,0,0,0,50,0,0
34,0,185063,1,10,0,9,0,0,0,0,0,45,0,1
62,4,125493,0,9,0,11,8,0,2,5178,0,40,70,1
51,0,159755,0,9,0,1,0,0,0,0,0,20,0,0
34,0,108837,1,10,0,15,0,0,0,0,0,40,0,1
47,0,110669,2,13,6,0,5,0,2,0,0,50,0,0
21,4,220115,1,10,1,11,3,0,0,0,0,20,0,0
30,2,45427,7,11,4,1,1,0,0,0,0,49,0,0
38,0,154669,0,9,6,4,1,0,0,0,0,60,0,0
45,0,261278,2,13,0,0,8,4,2,5178,0,40,6,1
23,0,71864,1,10,1,2,1,0,2,0,0,35,0,0
34,0,173495,1,10,0,1,0,0,0,0,0,48,0,1
22,0,254293,19,8,1,15,1,0,0,0,0,40,0,0
